"community","year","pm25"
"LINCOLN PARK",2020,7.67205190658569
"LINCOLN PARK",2021,9.36319255828857
"LINCOLN PARK",2022,8.63157749176025
"LINCOLN SQUARE",2011,10.6365528106689
"LINCOLN SQUARE",2012,10.9457035064697
"LINCOLN SQUARE",2013,10.0071582794189
"LINCOLN SQUARE",2014,9.74793243408203
"LINCOLN SQUARE",2015,9.33180809020996
"LINCOLN SQUARE",2016,8.0243730545044
"LINCOLN SQUARE",2017,8.17243194580078
"LINCOLN SQUARE",2018,8.94094181060791
"LINCOLN SQUARE",2019,8.2320032119751
"LINCOLN SQUARE",2020,7.50492715835571
"LINCOLN SQUARE",2021,8.95804405212402
"LINCOLN SQUARE",2022,8.35871315002441
"LOGAN SQUARE",2011,10.204586982727
"LOGAN SQUARE",2012,10.6462001800537
"LOGAN SQUARE",2013,9.43794441223145
"LOGAN SQUARE",2014,9.52908420562744
"LOGAN SQUARE",2015,9.05961513519287
"LOGAN SQUARE",2016,7.84625673294067
"LOGAN SQUARE",2017,8.23351955413818
"LOGAN SQUARE",2018,8.94548797607422
"LOGAN SQUARE",2019,8.3399543762207
"LOGAN SQUARE",2020,7.67492771148682
"LOGAN SQUARE",2021,9.11777019500732
"LOGAN SQUARE",2022,8.49100971221924
"LOOP",2011,10.1222553253174
"LOOP",2012,10.6310796737671
"LOOP",2013,9.22827243804932
"LOOP",2014,9.57805347442627
"LOOP",2015,8.9782600402832
"LOOP",2016,7.512282371521
"LOOP",2017,8.10569095611572
"LOOP",2018,8.97591781616211
"LOOP",2019,7.86110925674438
"LOOP",2020,7.20554494857788
"LOOP",2021,8.84106063842773
"LOOP",2022,8.27053546905518
"LOWER WEST SIDE",2011,10.6333665847778
"LOWER WEST SIDE",2012,11.1579790115356
"LOWER WEST SIDE",2013,9.96889019012451
"LOWER WEST SIDE",2014,10.1159372329712
"LOWER WEST SIDE",2015,9.50567722320557
"LOWER WEST SIDE",2016,8.53311920166016
"LOWER WEST SIDE",2017,8.67249584197998
"LOWER WEST SIDE",2018,9.39995670318604
"LOWER WEST SIDE",2019,8.63731288909912
"LOWER WEST SIDE",2020,8.13544082641602
"LOWER WEST SIDE",2021,9.48233699798584
"LOWER WEST SIDE",2022,9.41269207000732
"MCKINLEY PARK",2011,10.6865310668945
"MCKINLEY PARK",2012,11.1708984375
"MCKINLEY PARK",2013,9.90720081329346
"MCKINLEY PARK",2014,10.1428203582764
"MCKINLEY PARK",2015,9.46961116790771
"MCKINLEY PARK",2016,8.67745876312256
"MCKINLEY PARK",2017,8.66461849212646
"MCKINLEY PARK",2018,9.33952236175537
"MCKINLEY PARK",2019,8.66634559631348
"MCKINLEY PARK",2020,8.12853145599365
"MCKINLEY PARK",2021,9.38442993164062
"MCKINLEY PARK",2022,9.3919095993042
"MONTCLARE",2011,10.3343162536621
"MONTCLARE",2012,10.4962644577026
"MONTCLARE",2013,9.61415195465088
"MONTCLARE",2014,9.91038990020752
"MONTCLARE",2015,9.23297595977783
"MONTCLARE",2016,8.39140319824219
"MONTCLARE",2017,8.08756160736084
"MONTCLARE",2018,8.90891361236572
"MONTCLARE",2019,8.30167293548584
"MONTCLARE",2020,7.68197011947632
"MONTCLARE",2021,8.76446723937988
"MONTCLARE",2022,8.48879623413086
"MORGAN PARK",2011,10.4526357650757
"MORGAN PARK",2012,10.4048538208008
"MORGAN PARK",2013,9.22230339050293
"MORGAN PARK",2014,9.88963222503662
"MORGAN PARK",2015,8.94693470001221
"MORGAN PARK",2016,8.28508853912354
"MORGAN PARK",2017,7.80613422393799
"MORGAN PARK",2018,8.47715950012207
"MORGAN PARK",2019,7.75525903701782
"MORGAN PARK",2020,7.62747097015381
"MORGAN PARK",2021,8.60003566741943
"MORGAN PARK",2022,8.68444728851318
"MOUNT GREENWOOD",2011,10.702564239502
"MOUNT GREENWOOD",2012,10.5550489425659
"MOUNT GREENWOOD",2013,9.31983375549316
"MOUNT GREENWOOD",2014,10.0781526565552
"MOUNT GREENWOOD",2015,9.23073101043701
"MOUNT GREENWOOD",2016,8.48449993133545
"MOUNT GREENWOOD",2017,8.04748916625977
"MOUNT GREENWOOD",2018,8.72684001922607
"MOUNT GREENWOOD",2019,7.83276844024658
"MOUNT GREENWOOD",2020,7.67785501480103
"MOUNT GREENWOOD",2021,8.78134250640869
"MOUNT GREENWOOD",2022,8.78639698028564
"NEAR NORTH SIDE",2011,9.68879127502441
"NEAR NORTH SIDE",2012,10.3580455780029
"NEAR NORTH SIDE",2013,9.030592918396
"NEAR NORTH SIDE",2014,9.30521965026855
"NEAR NORTH SIDE",2015,8.77790927886963
"NEAR NORTH SIDE",2016,7.33269166946411
"NEAR NORTH SIDE",2017,7.97311401367188
"NEAR NORTH SIDE",2018,8.77503776550293
"NEAR NORTH SIDE",2019,7.84895133972168
"NEAR NORTH SIDE",2020,7.30808925628662
"NEAR NORTH SIDE",2021,8.98084926605225
"NEAR NORTH SIDE",2022,8.28957080841064
"NEAR SOUTH SIDE",2011,10.526801109314
"NEAR SOUTH SIDE",2012,11.1262054443359
"NEAR SOUTH SIDE",2013,9.6967716217041
"NEAR SOUTH SIDE",2014,9.92874431610107
"NEAR SOUTH SIDE",2015,9.20440864562988
"NEAR SOUTH SIDE",2016,7.86422157287598
"NEAR SOUTH SIDE",2017,8.2064905166626
"NEAR SOUTH SIDE",2018,9.24984550476074
"NEAR SOUTH SIDE",2019,8.24900722503662
"NEAR SOUTH SIDE",2020,7.60642576217651
"NEAR SOUTH SIDE",2021,9.18936824798584
"NEAR SOUTH SIDE",2022,8.82560443878174
"NEAR WEST SIDE",2011,10.3816585540771
"NEAR WEST SIDE",2012,10.9134140014648
"NEAR WEST SIDE",2013,9.6738338470459
"NEAR WEST SIDE",2014,9.84413146972656
"NEAR WEST SIDE",2015,9.21127796173096
"NEAR WEST SIDE",2016,8.08754539489746
"NEAR WEST SIDE",2017,8.40322399139404
"NEAR WEST SIDE",2018,9.1177568435669
"NEAR WEST SIDE",2019,8.29079818725586
"NEAR WEST SIDE",2020,7.75583410263062
"NEAR WEST SIDE",2021,9.24877643585205
"NEAR WEST SIDE",2022,8.91139221191406
"NEW CITY",2011,10.8190641403198
"NEW CITY",2012,11.0542755126953
"NEW CITY",2013,9.78628921508789
"NEW CITY",2014,10.1154937744141
"NEW CITY",2015,9.3086519241333
"NEW CITY",2016,8.5945873260498
"NEW CITY",2017,8.44143772125244
"NEW CITY",2018,9.20472717285156
"NEW CITY",2019,8.62707328796387
"NEW CITY",2020,8.04684066772461
"NEW CITY",2021,9.28599071502686
"NEW CITY",2022,9.33254337310791
"NORTH CENTER",2011,10.2019662857056
"NORTH CENTER",2012,10.6769189834595
"NORTH CENTER",2013,9.53598213195801
"NORTH CENTER",2014,9.5633955001831
"NORTH CENTER",2015,9.16280174255371
"NORTH CENTER",2016,7.99053621292114
"NORTH CENTER",2017,8.35122013092041
"NORTH CENTER",2018,9.15452098846436
"NORTH CENTER",2019,8.43632411956787
"NORTH CENTER",2020,7.5970869064331
"NORTH CENTER",2021,9.13072776794434
"NORTH CENTER",2022,8.40900993347168
"NORTH LAWNDALE",2011,10.4904594421387
"NORTH LAWNDALE",2012,10.9988527297974
"NORTH LAWNDALE",2013,9.75981044769287
"NORTH LAWNDALE",2014,9.83756732940674
"NORTH LAWNDALE",2015,9.17558670043945
"NORTH LAWNDALE",2016,8.26954460144043
"NORTH LAWNDALE",2017,8.38950443267822
"NORTH LAWNDALE",2018,8.92996120452881
"NORTH LAWNDALE",2019,8.39101600646973
"NORTH LAWNDALE",2020,7.73803329467773
"NORTH LAWNDALE",2021,9.15951633453369
"NORTH LAWNDALE",2022,8.7212724685669
"NORTH PARK",2011,10.6041288375854
"NORTH PARK",2012,10.7739105224609
"NORTH PARK",2013,9.89833641052246
"NORTH PARK",2014,9.76124954223633
"NORTH PARK",2015,9.36368274688721
"NORTH PARK",2016,8.24339580535889
"NORTH PARK",2017,8.22282791137695
"NORTH PARK",2018,8.81417751312256
"NORTH PARK",2019,8.29826736450195
"NORTH PARK",2020,7.53581666946411
"NORTH PARK",2021,8.67609119415283
"NORTH PARK",2022,8.30337142944336
"NORWOOD PARK",2011,10.2756643295288
"NORWOOD PARK",2012,10.3059549331665
"NORWOOD PARK",2013,9.44267177581787
"NORWOOD PARK",2014,9.67162990570068
"NORWOOD PARK",2015,9.0802059173584
"NORWOOD PARK",2016,8.26130485534668
"NORWOOD PARK",2017,7.96317672729492
"NORWOOD PARK",2018,8.63143348693848
"NORWOOD PARK",2019,8.16105270385742
"NORWOOD PARK",2020,7.62090253829956
"NORWOOD PARK",2021,8.59969425201416
"NORWOOD PARK",2022,8.47310256958008
"OAKLAND",2011,10.3895483016968
"OAKLAND",2012,11.1153039932251
"OAKLAND",2013,9.67107677459717
"OAKLAND",2014,9.9748363494873
"OAKLAND",2015,9.13597393035889
"OAKLAND",2016,8.08558177947998
"OAKLAND",2017,8.10056495666504
"OAKLAND",2018,9.0257978439331
"OAKLAND",2019,7.99111080169678
"OAKLAND",2020,7.42803335189819
"OAKLAND",2021,9.0487813949585
"OAKLAND",2022,8.66006088256836
"OHARE",2011,10.8102254867554
"OHARE",2012,10.9022665023804
"OHARE",2013,9.69530963897705
"OHARE",2014,10.2268390655518
"OHARE",2015,9.50534439086914
"OHARE",2016,8.77603721618652
"OHARE",2017,8.5285530090332
"OHARE",2018,9.41371631622314
"OHARE",2019,8.62328433990479
"OHARE",2020,8.16546630859375
"OHARE",2021,9.22941398620605
"OHARE",2022,9.34033298492432
"PORTAGE PARK",2011,10.3283739089966
"PORTAGE PARK",2012,10.4898281097412
"PORTAGE PARK",2013,9.51766300201416
"PORTAGE PARK",2014,9.65262126922607
"PORTAGE PARK",2015,9.20726871490479
"PORTAGE PARK",2016,8.25793647766113
"PORTAGE PARK",2017,8.19819736480713
"PORTAGE PARK",2018,8.96051025390625
"PORTAGE PARK",2019,8.31787395477295
"PORTAGE PARK",2020,7.62464380264282
"PORTAGE PARK",2021,8.69113922119141
"PORTAGE PARK",2022,8.34621715545654
"PULLMAN",2011,10.7891178131104
"PULLMAN",2012,10.8307409286499
"PULLMAN",2013,9.63914108276367
"PULLMAN",2014,10.2723245620728
"PULLMAN",2015,9.47389030456543
"PULLMAN",2016,8.70769119262695
"PULLMAN",2017,8.33816719055176
"PULLMAN",2018,9.0030632019043
"PULLMAN",2019,8.30906200408936
"PULLMAN",2020,7.93821907043457
"PULLMAN",2021,9.24900150299072
"PULLMAN",2022,9.18283462524414
"RIVERDALE",2011,10.745569229126
"RIVERDALE",2012,10.6493978500366
"RIVERDALE",2013,9.4094181060791
"RIVERDALE",2014,10.0351934432983
"RIVERDALE",2015,9.13142585754395
"RIVERDALE",2016,8.39249420166016
"RIVERDALE",2017,8.04820823669434
"RIVERDALE",2018,8.65910816192627
"RIVERDALE",2019,8.04933071136475
"RIVERDALE",2020,7.86055850982666
"RIVERDALE",2021,9.05210113525391
"RIVERDALE",2022,9.05384349822998
"ROGERS PARK",2011,10.0453243255615
"ROGERS PARK",2012,10.4573526382446
"ROGERS PARK",2013,9.3511552810669
"ROGERS PARK",2014,9.51378059387207
"ROGERS PARK",2015,9.02616310119629
"ROGERS PARK",2016,7.57186603546143
"ROGERS PARK",2017,8.02242469787598
"ROGERS PARK",2018,8.90408420562744
"ROGERS PARK",2019,7.97809982299805
"ROGERS PARK",2020,7.49338293075562
"ROGERS PARK",2021,8.99746608734131
"ROGERS PARK",2022,8.40355014801025
"ROSELAND",2011,10.4002733230591
"ROSELAND",2012,10.4323053359985
"ROSELAND",2013,9.29244327545166
"ROSELAND",2014,9.90027236938477
"ROSELAND",2015,8.99674320220947
"ROSELAND",2016,8.37527561187744
"ROSELAND",2017,8.00648975372314
"ROSELAND",2018,8.65644645690918
"ROSELAND",2019,7.95451831817627
"ROSELAND",2020,7.70142602920532
"ROSELAND",2021,8.82935810089111
"ROSELAND",2022,8.77817058563232
"SOUTH CHICAGO",2011,10.1779623031616
"SOUTH CHICAGO",2012,10.5676593780518
"SOUTH CHICAGO",2013,9.4038028717041
"SOUTH CHICAGO",2014,10.0067310333252
"SOUTH CHICAGO",2015,9.52639484405518
"SOUTH CHICAGO",2016,8.13806915283203
"SOUTH CHICAGO",2017,7.90915441513062
"SOUTH CHICAGO",2018,8.7167158126831
"SOUTH CHICAGO",2019,7.87232780456543
"SOUTH CHICAGO",2020,7.61114025115967
"SOUTH CHICAGO",2021,9.50967216491699
"SOUTH CHICAGO",2022,9.04726600646973
"SOUTH DEERING",2011,10.7408771514893
"SOUTH DEERING",2012,10.7790107727051
"SOUTH DEERING",2013,9.51002597808838
"SOUTH DEERING",2014,10.2457675933838
"SOUTH DEERING",2015,9.48010635375977
"SOUTH DEERING",2016,8.46538066864014
"SOUTH DEERING",2017,8.15783596038818
"SOUTH DEERING",2018,8.78116416931152
"SOUTH DEERING",2019,8.15783500671387
"SOUTH DEERING",2020,7.86224555969238
"SOUTH DEERING",2021,9.36965274810791
"SOUTH DEERING",2022,9.24261856079102
"SOUTH LAWNDALE",2011,10.8562393188477
"SOUTH LAWNDALE",2012,11.2353363037109
"SOUTH LAWNDALE",2013,9.99966335296631
"SOUTH LAWNDALE",2014,10.1032133102417
"SOUTH LAWNDALE",2015,9.46303176879883
"SOUTH LAWNDALE",2016,8.4939546585083
"SOUTH LAWNDALE",2017,8.58453178405762
"SOUTH LAWNDALE",2018,9.19785785675049
"SOUTH LAWNDALE",2019,8.68025302886963
"SOUTH LAWNDALE",2020,8.03890705108643
"SOUTH LAWNDALE",2021,9.40577793121338
"SOUTH LAWNDALE",2022,9.15091705322266
"SOUTH SHORE",2011,10.3631057739258
"SOUTH SHORE",2012,10.9039793014526
"SOUTH SHORE",2013,9.6481876373291
"SOUTH SHORE",2014,10.2009611129761
"SOUTH SHORE",2015,9.59635925292969
"SOUTH SHORE",2016,8.33656311035156
"SOUTH SHORE",2017,8.19821834564209
"SOUTH SHORE",2018,9.07367515563965
"SOUTH SHORE",2019,8.31789875030518
"SOUTH SHORE",2020,7.862952709198
"SOUTH SHORE",2021,9.63400936126709
"SOUTH SHORE",2022,9.28264331817627
"UPTOWN",2011,10.8410148620605
"UPTOWN",2012,11.2875299453735
"UPTOWN",2013,10.0183506011963
"UPTOWN",2014,9.82814884185791
"UPTOWN",2015,9.32960414886475
"UPTOWN",2016,7.89853191375732
"UPTOWN",2017,8.41202735900879
"UPTOWN",2018,9.41368103027344
"UPTOWN",2019,8.40914249420166
"UPTOWN",2020,7.71050643920898
"UPTOWN",2021,9.42649269104004
"UPTOWN",2022,8.54926300048828
"WASHINGTON HEIGHTS",2011,10.1678333282471
"WASHINGTON HEIGHTS",2012,10.2908029556274
"WASHINGTON HEIGHTS",2013,9.09880828857422
"WASHINGTON HEIGHTS",2014,9.65445232391357
"WASHINGTON HEIGHTS",2015,8.79100513458252
"WASHINGTON HEIGHTS",2016,8.26691818237305
"WASHINGTON HEIGHTS",2017,7.98822259902954
"WASHINGTON HEIGHTS",2018,8.6500301361084
"WASHINGTON HEIGHTS",2019,7.99352788925171
"WASHINGTON HEIGHTS",2020,7.61843013763428
"WASHINGTON HEIGHTS",2021,8.63426876068115
"WASHINGTON HEIGHTS",2022,8.66176605224609
"WASHINGTON PARK",2011,10.592155456543
"WASHINGTON PARK",2012,10.9220170974731
"WASHINGTON PARK",2013,9.5442066192627
"WASHINGTON PARK",2014,10.1171960830688
"WASHINGTON PARK",2015,9.23966217041016
"WASHINGTON PARK",2016,8.2109842300415
"WASHINGTON PARK",2017,8.2377405166626
"WASHINGTON PARK",2018,8.989577293396
"WASHINGTON PARK",2019,8.40799903869629
"WASHINGTON PARK",2020,7.7864785194397
"WASHINGTON PARK",2021,9.19618892669678
"WASHINGTON PARK",2022,9.06422710418701
"WEST ELSDON",2011,10.9209566116333
"WEST ELSDON",2012,11.0451307296753
"WEST ELSDON",2013,9.76809883117676
"WEST ELSDON",2014,10.0883836746216
"WEST ELSDON",2015,9.27083969116211
"WEST ELSDON",2016,8.5582103729248
"WEST ELSDON",2017,8.20828819274902
"WEST ELSDON",2018,9.04972171783447
"WEST ELSDON",2019,8.54489517211914
"WEST ELSDON",2020,7.86130380630493
"WEST ELSDON",2021,8.97784328460693
"WEST ELSDON",2022,8.97811603546143
"WEST ENGLEWOOD",2011,10.3934841156006
"WEST ENGLEWOOD",2012,10.5433740615845
"WEST ENGLEWOOD",2013,9.32796859741211
"WEST ENGLEWOOD",2014,9.80776596069336
"WEST ENGLEWOOD",2015,9.02421379089355
"WEST ENGLEWOOD",2016,8.30287075042725
"WEST ENGLEWOOD",2017,8.05505561828613
"WEST ENGLEWOOD",2018,8.74968528747559
"WEST ENGLEWOOD",2019,8.26596355438232
"WEST ENGLEWOOD",2020,7.68844175338745
"WEST ENGLEWOOD",2021,8.77648258209229
"WEST ENGLEWOOD",2022,8.81400871276855
"WEST GARFIELD PARK",2011,10.2028102874756
"WEST GARFIELD PARK",2012,10.7859153747559
"WEST GARFIELD PARK",2013,9.62740707397461
"WEST GARFIELD PARK",2014,9.6972541809082
"WEST GARFIELD PARK",2015,9.0593729019165
"WEST GARFIELD PARK",2016,8.15858459472656
"WEST GARFIELD PARK",2017,8.19435787200928
"WEST GARFIELD PARK",2018,8.68165302276611
"WEST GARFIELD PARK",2019,8.2105770111084
"WEST GARFIELD PARK",2020,7.49067735671997
"WEST GARFIELD PARK",2021,8.88215923309326
"WEST GARFIELD PARK",2022,8.32686138153076
"WEST LAWN",2011,10.9192905426025
"WEST LAWN",2012,11.0569114685059
"WEST LAWN",2013,9.74673843383789
"WEST LAWN",2014,10.218560218811
"WEST LAWN",2015,9.32989597320557
"WEST LAWN",2016,8.58033084869385
"WEST LAWN",2017,8.35696601867676
"WEST LAWN",2018,9.13420486450195
"WEST LAWN",2019,8.61014175415039
"WEST LAWN",2020,8.11266613006592
"WEST LAWN",2021,9.19482231140137
"WEST LAWN",2022,9.28594303131104
"WEST PULLMAN",2011,10.50803565979
"WEST PULLMAN",2012,10.4065818786621
"WEST PULLMAN",2013,9.2500114440918
"WEST PULLMAN",2014,9.85858535766602
"WEST PULLMAN",2015,8.95376682281494
"WEST PULLMAN",2016,8.29748916625977
"WEST PULLMAN",2017,7.90055751800537
"WEST PULLMAN",2018,8.49684715270996
"WEST PULLMAN",2019,7.78849458694458
"WEST PULLMAN",2020,7.64729166030884
"WEST PULLMAN",2021,8.66094303131104
"WEST PULLMAN",2022,8.73323249816895
"WEST RIDGE",2011,10.7046890258789
"WEST RIDGE",2012,10.8371210098267
"WEST RIDGE",2013,9.83540534973145
"WEST RIDGE",2014,9.82298755645752
"WEST RIDGE",2015,9.28174686431885
"WEST RIDGE",2016,8.03585624694824
"WEST RIDGE",2017,8.26220226287842
"WEST RIDGE",2018,8.95790767669678
"WEST RIDGE",2019,8.30949974060059
"WEST RIDGE",2020,7.6624960899353
"WEST RIDGE",2021,9.00282573699951
"WEST RIDGE",2022,8.61398506164551
"WEST TOWN",2011,10.1459255218506
"WEST TOWN",2012,10.6799964904785
"WEST TOWN",2013,9.49089241027832
"WEST TOWN",2014,9.63462257385254
"WEST TOWN",2015,9.15547943115234
"WEST TOWN",2016,7.90076637268066
"WEST TOWN",2017,8.34514427185059
"WEST TOWN",2018,8.97039031982422
"WEST TOWN",2019,8.28679752349854
"WEST TOWN",2020,7.61908435821533
"WEST TOWN",2021,9.1583137512207
"WEST TOWN",2022,8.57461547851562
"WOODLAWN",2011,10.4655723571777
"WOODLAWN",2012,10.994213104248
"WOODLAWN",2013,9.6677303314209
"WOODLAWN",2014,10.1860542297363
"WOODLAWN",2015,9.34466361999512
"WOODLAWN",2016,8.23199844360352
"WOODLAWN",2017,8.20060348510742
"WOODLAWN",2018,9.01429748535156
"WOODLAWN",2019,8.38463878631592
"WOODLAWN",2020,7.79067945480347
"WOODLAWN",2021,9.36063194274902
"WOODLAWN",2022,9.14238166809082
